"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.163981028780771
"4",0,0,0.0842873489914115
"5",0,0,0.0593227485877045
"6",0,0,0.0374224023814613
"7",0,0,0.0334866809343655
"8",0,0,0.0261607530472653
"9",0,0,0.0173266615364876
"10",0,0,0.0154612936069399
"11",0,0,0.043321940168926
"12",0,0,0.0416243978935431
"13",0,0,0.0398873538856615
"14",0,0,0.0630582984229673
"15",0,0,0.0259721485441617
"16",0,0,0.0251612122124511
"17",0,0,0.0305412835355687
"18",0,0,0.0635638403496831
"19",0,0,0.0138415497687217
"20",0,0,0.08911363812571
"21",0,0,0.166696148125864
"22",0,0,0
"23",0,0,2
"24",0,0,0.127010157467818
"25",0,0,0.0915946292093592
"26",0,0,0.0634992535389197
"27",0,0,0.109005850301715
"28",0,0,0.0142548974040503
"29",0,0,0.0283860000704573
"30",0,0,0.0633265386706079
"31",0,0,0.0592380359228764
"32",0,0,0.0758933699344021
"33",0,0,0.0128500350194075
"34",0,0,0.0423592870572676
"35",0,0,0.00947776872475795
"36",0,0,0.0231851892379596
"37",0,0,0.0582746823243164
"38",0,0,0.0576909559636517
"39",0,0,0.0224584438463577
"40",0,0,0.0383509439258019
"41",0,0,0.00813840893541238
"42",0,0,0.0555992805708851
"43",0,0,0
"44",0,0,2
"45",0,0,0.0909088780042961
"46",0,0,0.0882139405082892
"47",0,0,0.095133422623177
"48",0,0,0.0758482920045006
"49",0,0,0.085966791844293
"50",0,0,0.015188449558793
"51",0,0,0.0713008001357629
"52",0,0,0.0397488767136884
"53",0,0,0.046890020260179
"54",0,0,0.131435800298092
"55",0,0,0.137300036416601
"56",0,0,0.050745797855586
"57",0,0,0.0565499460654031
"58",0,0,0.0619305740325406
"59",0,0,0.0342229455190519
"60",0,0,0.0280295058821949
"61",0,0,0.0109489725545368
"62",0,0,0.0245939362445299
"63",0,0,0.101507596760046
"64",0,0,0
"65",0,0,2
"66",0,0,0.0165648422872057
"67",0,0,0.0562530034753701
"68",0,0,0.0523783543078627
"69",0,0,0.0380083569758021
"70",0,0,0.041114496227
"71",0,0,0.0379732866631267
"72",0,0,0.0290946661778409
"73",0,0,0.0173024969296342
"74",0,0,0.0749295562511884
"75",0,0,0.0754406322879123
"76",0,0,0.070315128528646
"77",0,0,0.0500249747626123
"78",0,0,0.0365434330625901
"79",0,0,0.049379490681861
"80",0,0,0.00660534631945973
"81",0,0,0.0196344442243726
"82",0,0,0.0150702156587091
"83",0,0,0.220210927294719
"84",0,0,0.198930350876884
"85",0,0,0
"86",0,0,2
"87",0,0,0.053596257332019
"88",0,0,0.0527223567379153
"89",0,0,0.0386185292314454
"90",0,0,0.0417096451675149
