"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.0638599712261131
"4",0,0,0.0623426378973492
"5",0,0,0.0589218255402868
"6",0,0,0.0243511827228166
"7",0,0,0.0198307368748617
"8",0,0,0.0168150884624494
"9",0,0,0.0305902084007285
"10",0,0,0.075276732128859
"11",0,0,0.0579789662291421
"12",0,0,0.0164925801498735
"13",0,0,0.0411581656539744
"14",0,0,0.0778276358371498
"15",0,0,0.0543692284293239
"16",0,0,0.0613112730254396
"17",0,0,0.0539761465834678
"18",0,0,0.062072064570143
"19",0,0,0.027320218245834
"20",0,0,0.017045
"21",0,0,0.00902
"22",0,0,0.00541032577577358
"23",0,0,0.0233643066449659
"24",0,0,0.100270046000787
"25",0,0,0.0934391106550143
"26",0,0,0.0103392939797648
"27",0,0,0.0173089377201491
"28",0,0,0.0184656390357875
"29",0,0,0.0150473519265019
"30",0,0,0
"31",0,0,2
"32",0,0,0.0326070544514527
"33",0,0,0.0328524093484785
"34",0,0,0.0334137411853267
"35",0,0,0.038309098788669
"36",0,0,0.0220412726492823
"37",0,0,0.0155266512809427
"38",0,0,0.0142173951552315
"39",0,0,0.0257189268827453
"40",0,0,0.0181048750340896
"41",0,0,0.0223712762264472
"42",0,0,0.03189457947677
"43",0,0,0.0296139245119589
"44",0,0,0.00877564812421282
"45",0,0,0.0215011162500927
"46",0,0,0.0184453334206785
"47",0,0,0.0693084136306697
"48",0,0,0.0778560731414062
"49",0,0,0.0209230309706792
"50",0,0,0.0350355276826253
"51",0,0,0.00358459551414103
"52",0,0,0.0050235171941579
"53",0,0,0.0269883993597249
"54",0,0,0.188767881272212
"55",0,0,0.168278863794595
"56",0,0,0.0187938241185768
"57",0,0,0.0122722002917162
"58",0,0,0.000616116872029974
"59",0,0,0
"60",0,0,2
"61",0,0,0.0802060003989726
"62",0,0,0.0658051745685702
"63",0,0,0.0577410399975615
"64",0,0,0.08887897051609
"65",0,0,0.0513836053620218
"66",0,0,0.0422439782690977
"67",0,0,0.0546169579892546
"68",0,0,0.110541565937886
"69",0,0,0.0996519599656725
"70",0,0,0.0381036389338341
"71",0,0,0.0410782621954727
"72",0,0,0.0505484433489301
"73",0,0,0.0983006429277042
"74",0,0,0.0477679693937265
"75",0,0,0.0339287739242077
"76",0,0,0.0404898632376055
"77",0,0,0.0482267819784816
"78",0,0,0.0375470917648757
"79",0,0,0.052988106212621
"80",0,0,0.0185050972707522
"81",0,0,0.0266340594915608
"82",0,0,0.0560173216514321
"83",0,0,0.060659529342058
"84",0,0,0.00897985523268611
"85",0,0,0.0121207724588823
"86",0,0,0.026125396169245
"87",0,0,0.0284368528497793
"88",0,0,0
"89",0,0,2
