"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.0440485561624896
"4",0,0,0.00634517927248711
"5",0,0,0.0417550044904799
"6",0,0,0.061980398514369
"7",0,0,0.0811507333608267
"8",0,0,0.00819054332752107
"9",0,0,0.0169378688151727
"10",0,0,0.0410722400168289
"11",0,0,0.0562894237401663
"12",0,0,0.0607942834483638
"13",0,0,0.0174299175270567
"14",0,0,0.0311213130346391
"15",0,0,0.00353305816538591
"16",0,0,0.0766188599497539
"17",0,0,0.0535029840289306
"18",0,0,0.0607604353177296
"19",0,0,0.0285007403412613
"20",0,0,0.0564022384307573
"21",0,0,0.0651441547646448
"22",0,0,0
"23",0,0,2
"24",0,0,0.0443836569020625
"25",0,0,0.0747418651091876
"26",0,0,0.0851489483199881
"27",0,0,0.0812115909214935
"28",0,0,0.038951293945131
"29",0,0,0.0158880080563927
"30",0,0,0.0557330467496619
"31",0,0,0.0650485372625703
"32",0,0,0.0119187667147235
"33",0,0,0.0506146233809953
"34",0,0,0.060116457813148
"35",0,0,0.0639700633108957
"36",0,0,0.0473872904901726
"37",0,0,0.0509083745566483
"38",0,0,0.119401408701908
"39",0,0,0.162934458295353
"40",0,0,0.148552671130478
"41",0,0,0.0430103359670672
"42",0,0,0.0187908940713315
"43",0,0,0
"44",0,0,2
"45",0,0,0.169651169462518
"46",0,0,0.029370042560405
"47",0,0,0.077343386271872
"48",0,0,0.0803130929550095
"49",0,0,0.0912369294748569
"50",0,0,0.00807943067301157
"51",0,0,0.00728335774214063
"52",0,0,0.0682052857189236
"53",0,0,0.0759615271041861
"54",0,0,0.0626312142625385
"55",0,0,0.0526502155741076
"56",0,0,0.140620777358824
"57",0,0,0.0726072601397409
"58",0,0,0.0413955601484024
"59",0,0,0.058422167881721
"60",0,0,0.0638297751836868
"61",0,0,0.0551892824740456
"62",0,0,0.0377867966358621
"63",0,0,0.144676316306436
"64",0,0,0
"65",0,0,2
"66",0,0,0.045405776064285
"67",0,0,0.0719898749825279
"68",0,0,0.0782781514855838
"69",0,0,0.121155865314066
"70",0,0,0.0285124902455047
"71",0,0,0.037238583485412
"72",0,0,0.0352856358877093
"73",0,0,0.0473515712516491
"74",0,0,0.115925540003055
"75",0,0,0.0968295106101441
"76",0,0,0.0622398104110223
"77",0,0,0.0415944239051342
"78",0,0,0.0247579361013797
"79",0,0,0.0203634501006092
"80",0,0,0.0726126271732403
"81",0,0,0.164466137852143
"82",0,0,0.128608758644192
"83",0,0,0.0195702146130286
"84",0,0,0.0410473994304146
"85",0,0,0
"86",0,0,2
"87",0,0,0.0871361429029309
"88",0,0,0.0659150273078909
"89",0,0,0.0622950929046582
"90",0,0,0.0781614355037061
