"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.105659453907353
"4",0,0,0.0585017008299759
"5",0,0,0.0392395323621472
"6",0,0,0.0577400077935568
"7",0,0,0.049236589037016
"8",0,0,0.0263405390985075
"9",0,0,0.00791005688980806
"10",0,0,0.0135406129846473
"11",0,0,0.0599681090247141
"12",0,0,0.0925506412727648
"13",0,0,0.0762226842875531
"14",0,0,0.0812991986430371
"15",0,0,0.00792849292110424
"16",0,0,0.0181107978841353
"17",0,0,0.0423956990743165
"18",0,0,0.017592421663887
"19",0,0,0.0173640663440336
"20",0,0,0.0182115595158679
"21",0,0,0.0495806998740437
"22",0,0,0
"23",0,0,2
"24",0,0,0.0576125023323931
"25",0,0,0.033139603196176
"26",0,0,0.0567061945469805
"27",0,0,0.0742385196511891
"28",0,0,0.0947623522291421
"29",0,0,0.094194245710659
"30",0,0,0.0570231963765624
"31",0,0,0.0318009874060539
"32",0,0,0.0553810554251181
"33",0,0,0.036552462297361
"34",0,0,0.053698778384615
"35",0,0,0.141304206943742
"36",0,0,0.0593414703221954
"37",0,0,0.11383852994483
"38",0,0,0.06274400867812
"39",0,0,0.0247069949609417
"40",0,0,0.0300317498657671
"41",0,0,0.0164600273389809
"42",0,0,0.0262484380487678
"43",0,0,0
"44",0,0,2
"45",0,0,0.0813385523598742
"46",0,0,0.0668416217636885
"47",0,0,0.0653138890282917
"48",0,0,0.059888604926146
"49",0,0,0.0485165950989968
"50",0,0,0.0836153701480774
"51",0,0,0.100468753973561
"52",0,0,0.0547348161593697
"53",0,0,0.125456486480373
"54",0,0,0.161944936629708
"55",0,0,0.141309156196617
"56",0,0,0.0659887566180785
"57",0,0,0.0662668159790404
"58",0,0,0.0611207141646758
"59",0,0,0.0690913482282695
"60",0,0,0.0450733291426315
"61",0,0,0.118682047926382
"62",0,0,0.0351770948203515
"63",0,0,0.0444660882021344
"64",0,0,0
"65",0,0,2
"66",0,0,0.0665118823970575
"67",0,0,0.0428510781661325
"68",0,0,0.0450459520933902
"69",0,0,0.0459333168843705
"70",0,0,0.0543998538600978
"71",0,0,0.0226035262735707
"72",0,0,0.0407651410521293
"73",0,0,0.0201178981257983
"74",0,0,0.00517320017010747
"75",0,0,0.0414367880029329
"76",0,0,0.0248989156390394
"77",0,0,0.0401004342245817
"78",0,0,0.080095147324916
"79",0,0,0.0253128623430856
"80",0,0,0.0103313745455288
"81",0,0,0.0376772026562483
"82",0,0,0.0358296022863777
"83",0,0,0.021841259693525
"84",0,0,0.0311076955912842
"85",0,0,0
"86",0,0,2
"87",0,0,0.0270600905393903
"88",0,0,0.00252001984119173
"89",0,0,0.0236019067026374
"90",0,0,0.0479775207779643
