"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.00679468174383466
"4",0,0,0.0261801852552651
"5",0,0,0.0302223840886188
"6",0,0,0.027138994086001
"7",0,0,0.0237444077626712
"8",0,0,0.0190321438624239
"9",0,0,0.0182055156477371
"10",0,0,0.0548584040963643
"11",0,0,0.0590871627343876
"12",0,0,0.0675900828524422
"13",0,0,0.0378303079553947
"14",0,0,0.0978954646549063
"15",0,0,0.0385392021194005
"16",0,0,0.0379460893900808
"17",0,0,0.0423913316610837
"18",0,0,0.122915165866544
"19",0,0,0.12592956285162
"20",0,0,0.0214138483229895
"21",0,0,0.0295906488607465
"22",0,0,0
"23",0,0,2
"24",0,0,0.0322603735254259
"25",0,0,0.0450053952321274
"26",0,0,0.0538101953629607
"27",0,0,0.0458804220229065
"28",0,0,0.0599384169377203
"29",0,0,0.0257816136034966
"30",0,0,0.0972096312100812
"31",0,0,0.0764281898254826
"32",0,0,0.0701119540449416
"33",0,0,0.0645430724400381
"34",0,0,0.0366706708419685
"35",0,0,0.0348858853979657
"36",0,0,0.0276071041581691
"37",0,0,0.214221545368341
"38",0,0,0.144978878461657
"39",0,0,0.146174516246848
"40",0,0,0.110417868572075
"41",0,0,0.0440619132585048
"42",0,0,0.0772772773847526
"43",0,0,0
"44",0,0,2
"45",0,0,0.0468010138779065
"46",0,0,0.0347981472207932
"47",0,0,0.0508840014149831
"48",0,0,0.0359004693562633
"49",0,0,0.0347159923522287
"50",0,0,0.0198479469971078
"51",0,0,0.0190915328090753
"52",0,0,0.0349327868914004
"53",0,0,0.0675855376541461
"54",0,0,0.102942845428908
"55",0,0,0.0636768356625861
"56",0,0,0.0736514365100912
"57",0,0,0.0559663550715963
"58",0,0,0.0462162969092073
"59",0,0,0.0542402074111079
"60",0,0,0.130236784358337
"61",0,0,0.0817371445549696
"62",0,0,0.0306002499989788
"63",0,0,0.0223281436756395
"64",0,0,0
"65",0,0,2
"66",0,0,0.0380484073254059
"67",0,0,0.0109818076836193
"68",0,0,0.0365881022328297
"69",0,0,0.0367386121811916
"70",0,0,0.0262440317024652
"71",0,0,0.0259012456264173
"72",0,0,0.0573795477500477
"73",0,0,0.0513776069898161
"74",0,0,0.022988207846633
"75",0,0,0.0213049689039904
"76",0,0,0.0228559860868001
"77",0,0,0.0114036879999411
"78",0,0,0.0430786965912387
"79",0,0,0.124894913026912
"80",0,0,0.122147465385083
"81",0,0,0.0199932920000684
"82",0,0,0.025513294573614
"83",0,0,0.0447435414333734
"84",0,0,0.0419972763997857
"85",0,0,0
"86",0,0,2
"87",0,0,0.0189190380305131
"88",0,0,0.0302284121316354
"89",0,0,0.0627093900464675
"90",0,0,0.0434691672337992
