"","dimension","Birth","Death"
"1",0,0,0
"2",0,0,2
"3",0,0,0.0943166501737631
"4",0,0,0.0771609285843554
"5",0,0,0.0594021556847898
"6",0,0,0.0967027610774377
"7",0,0,0.0241446308731362
"8",0,0,0.0589790606910622
"9",0,0,0.0672972191104506
"10",0,0,0.0691921968143807
"11",0,0,0.111802544246542
"12",0,0,0.120896623608767
"13",0,0,0.053250992479014
"14",0,0,0.935974112088577
"15",0,0,0.932611144314714
"16",0,0,0.035207567368394
"17",0,0,0.01275950626004
"18",0,0,0.184082008898208
"19",0,0,0.185937177831654
"20",0,0,0.0103168696802858
"21",0,0,0.0173284765631604
"22",0,0,0
"23",0,0,2
"24",0,0,0.0945022433596155
"25",0,0,0.223981321765901
"26",0,0,0.118611166422053
"27",0,0,0.109141453627849
"28",0,0,0.0749144185053852
"29",0,0,0.109378375376488
"30",0,0,0.113441701767912
"31",0,0,0.0833159048441533
"32",0,0,0.128743773830038
"33",0,0,0.158980337148969
"34",0,0,0.10701398273123
"35",0,0,0.0824769816373029
"36",0,0,0.106160902878602
"37",0,0,0.0939159438008265
"38",0,0,0.0561205782222528
"39",0,0,0.0697881171833716
"40",0,0,0.0559347021087983
"41",0,0,0.0553919100591413
"42",0,0,0.0316423845498407
"43",0,0,0
"44",0,0,2
"45",0,0,0.115642791820329
"46",0,0,0.1407014321178
"47",0,0,0.590455684789299
"48",0,0,0.586091965650443
"49",0,0,0.0427239558093583
"50",0,0,0.0381061110584641
"51",0,0,0.034115533119094
"52",0,0,0.0560681763570031
"53",0,0,0.0930993899013307
"54",0,0,0.0510489843189852
"55",0,0,0.0808567653322837
"56",0,0,0.448580418654225
"57",0,0,0.444529351111937
"58",0,0,0.131570790451376
"59",0,0,0.0786861423631887
"60",0,0,0.304872564196912
"61",0,0,0.269860846548735
"62",0,0,0.109772700613586
"63",0,0,0.0607796256980906
"64",0,0,0
"65",0,0,2
"66",0,0,0.117300136402308
"67",0,0,0.169229962477098
"68",0,0,0.156922581230363
"69",0,0,0.0857117144852441
"70",0,0,0.0419026610133533
"71",0,0,0.09386631451165
"72",0,0,0.0529125552208547
"73",0,0,0.103077440790893
"74",0,0,0.195685495119081
"75",0,0,0.293666150586001
"76",0,0,0.158725490076421
"77",0,0,0.125581170961255
"78",0,0,0.121900741999382
"79",0,0,0.0398469396566411
"80",0,0,0.0245635196989357
"81",0,0,0.0400748898937976
"82",0,0,0.0438240949706894
"83",0,0,0.0437025548452262
"84",0,0,0.0464773116692435
"85",0,0,0
"86",0,0,2
"87",0,0,0.147770108614699
"88",0,0,0.0644437467874114
"89",0,0,0.0990934397424976
"90",0,0,0.113600493396816
"91",0,0,0.0571170176042132
"92",0,0,0.0863434913586427
